id,TYPE,APN,Application,SubApp,Temperature,Targetdistance,Wavelength,FiberConnectortype,PowerConsumption,PhysicalDimension,Acronym,CLEICode,Specification,1ABinBOM,RelatedAPN,Vendor1,Vendor1PN,Vendor2,Vendor2PN,Vendor3,Vendor3PN,Vendor4,Vendor4PN,Vendor5,Vendor5PN,BitRate,Txpower,ExtinctionRation,Sensitivity_BacktoBack,Overload,AttenuationRange,PathPenalty,Link,Link2,Sensitivity_FECdisable,Attenuation_range_FECdisable,Maximum_chromatic_dispersion_FECdisable,Sensitivity_FECenable,Maximum_chromatic_dispersion_FECenable,Frequency,FrequencySpacing,Channels,BERObjective_FECenable,BERObjective_FECdisable,OSNRtolerance_withmaxCD_FECenable,OSNRtolerance_withmaxCD_FECdisable,OSNRtolerance_withminCD_FECenable,OSNRtolerance_withminCD_FECdisable,Maximum_chromatic_dispersion,Minimum_chromatic_dispersion,WDMtype,Wavelength_deviation,Txpower_perlane,Txpower_total,Single_rate,Data_rate_per_lane,BERObjective,Source_type,Overload_per_lane,Optical_path_penalty,Maximum_chromatic_dispersion_range_at_upper_wavelength_limit,Minimum_chromatic_dispersion_range_at_lower_wavelength_limit,Dual_rate,Overload_1E_12,Overload_1E_4,Sensitivity_2E_3,Sensitivity_1E_4,Sensitivity_1E_12,OSNR_tolerance_with_CD_2E_3,OSNR_tolerance_with_CD_1E_12,OSNR_tolerance_with_CD_1E_4,OSNR_tolerance_without_CD_2E_3,OSNR_tolerance_without_CD_1E_12,OSNR_tolerance_without_CD_1E_4,Tx_Wavelength,Connectortype,Sensitivity_per_lane_BacktoBack,Attenuation_range_FECenable,Link1_URL,Link2_URL,BERObjective_100GbE,BERObjective_OTU4,Dual_rate_100GbE,Dual_rate_OTU4,Sensitivity_per_lane_100GbE,Sensitivity_per_lane_OTU4,Data_rate_per_lane_100GbE,Data_rate_per_lane_OTU4,Attenuation_range_100GbE,Attenuation_range_OTU4,Optical_path_penalty_100GbE,Optical_path_penalty_OTU4,Link3,Link4,Link5,Link6,Link7
265,CFP2,1AB426470001,4x25G /Single Rate,C2CLR4e ,-0.071428571,10,"1295.56, 1300.05, 1304.58, 1309.14",with flat top,12,107.5x41.5x12.4,C24L2W26G10C,WOTRC6HTAA,CFP2 100GBASE-LR4 (4x25G) Single Rate 100GE (with flat top),NA,NA,FINISAR,FTLC1122RDNL-AL,OCLARO,TRB5E21ENF-LF350,LUMENTUM,JC2R10LR4AA2AL1,FUJITSU,FIM37301/604,Accelink/WTD,RTXM290-606-C49,,,4,,,0 to 6.3,,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/CFP2/CFP2%20ALU%20Spec%20rev%203_0.pdf?csf=1,,,,,,,,,,,,,,,,,,LAN-WDM,+/-184Ghz,-4.3~4.5,<10.5,100GbE,25.78125 +/- 100ppm,1.00E-12,SLM,4.5,NA,-13 to 9.5,-28.5 to -5,,,,,,,,,,,,,,with flat top,-8(OMA),,,,,,,,,,,,,,,,1AB426470001_1.PNG,1AB426470001_2.PNG,1AB426470001_3.PNG,\N,\N
266,CFP2,1AB426470002,10x10G /Single Rate,C2CSR10e ,-0.071428571,0.1,850,with flat top/MMF,8,107.5x41.5x12.4,C2XL1W10G01C,WOTRDC4TAA,CFP2 100GBASE-SR10 (10x10G) Single Rate 100GE (with flat top),NA,NA,AVAGO,AFBR-8420Z-AL1,,,,,,,,,,,3,,,0 to 1.9(OM3)/1.5(OM4),,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/CFP2/CFP2%20ALU%20Spec%20rev%203_0.pdf?csf=1,,,,,,,,,,,,,,,,,,NA,840~860,-7.6~+2.4,<12.4,100GbE,"10.3125 +/-100ppm, 11.1809 +/-20ppm",1.00E-12,MMF,2.4,1,NA,NA,,,,,,,,,,,,,,with flat top,-6.4(OMA),,,,,,,,,,,,,,,,1AB426470002_1.PNG,1AB426470002_2.PNG,\N,\N,\N
267,CFP2,3AL82021AAAA,10x10G /Dual Rate,C2CSR10d,-0.071428571,0.1,850,MMF,8,107.5x41.5x12.4,C2XL1W11G01C,WOTRDMWTAA,CFP2 100GBASE-SR10 (10x10G) Dual Rate 100GE/OTU4,1AB426470005,NA,AVAGO,AFBR-8422IDZ-AL2 ,FINISAR,FTLC8221SCNM-A9,,,,,,,,,>3,,,,,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/CFP2/CFP2%20ALU%20Spec%20rev%203_0.pdf?csf=1,,,,,,,,,,,,,,,,,,NA,840~860,-7.6 to 2.4,<12.4,,,,faceplate adapter/MMF,2.4,1,NA,NA,,,,,,,,,,,,,,,,,,,1.00E-12,1.00E-12,100GbE,OTU-4,-6.4(OMA),-5.4(OMA),10.3125+/-100ppm,11.1809+/-20ppm,"0 to 1.9(OM3), 1.5(OM4)","0 to 1.9(OM3), 1.5(OM4)",,,3AL82021AAAA_1.PNG,3AL82021AAAA_2.PNG,\N,\N,\N
268,CFP2,3AL81820AAAA,4x25G /Dual Rate,C2CLR4d,-0.071428571,10,"1295.56, 1300.05, 1304.58, 1309.14",SMF,12,107.5x41.5x12.4,C24L2W28G10C,WOTRDGBTAB,"CFP2 100GBASE-LR4 (4x25G), Dual Rate 100GE/OTU4 (flat top)",1AB426470003,NA,FINISAR,FTLC1122SDNL-AL,LUMENTUM,JC2R10LM4AA2AL1,OCLARO,TRB5E21FNF-LF350,Accelink/WTD,RTXM290-605-C49,FUJITSU,FIM37301/605,,,4~6.5,,,,,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/CFP2/CFP2%20ALU%20Spec%20rev%203_0.pdf?csf=1,,,,,,,,,,,,,,,,,,LAN-WDM,+/-184Ghz,-0.6~+4,<10,,,,with flat top,4,1.5,-13 to 9.5,-28.5 to -5,,,,,,,,,,,,,,with flat top,,,,,1.00E-12,1.00E-06,100GbE,OTU-4,-8 (OMA),-8.4,25.78125+/-100ppm,27.9525+/-20ppm,0 to 6.3,0 to 4.7(without FEC),,,3AL81820AAAA_1.PNG,3AL81820AAAA_2.PNG,3AL81820AAAA_3.PNG,3AL81820AAAA_4.PNG,\N
269,SFP+,1AB390930002,B&W,S10GB-LR, -5/+85,10,1310,SMF,1,56.5x13.7x8.5,S11M10E,WOTRBVFGAA,"SFP+ 10GBASE-LR-CLW_1200-SM-LL-L (10km, Single-Mode, 1310nm) (-5/+85)",NA,NA,FINISAR,FTLX1475D3BNL-AL,SUMITOMO,SPP5300LR-U1-M,,,,,,,10.3125,-8.2~+0.5,>3.5,-14.4,0.5,0 to 9.4,NA,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB390930002_1.PNG,\N,\N,\N,\N
270,SFP+,1AB390930004,B&W,S10GB-SR, -5/+85,0.5,850,MMF,1,56.5x13.7x8.5,S11M03E,WOTRBVHGAA,"SFP+ 10GBASE-SR-SW_1200-MX-SN-I (<500m, Multi-mode, 850nm) (-5/+85)",NA,NA,FINISAR,FTLX8574D3BNL-AL,,,,,,,,,10.3125,-7.3~-1,>3,-11.1(OMA),-1,2 to 7.3 ,NA,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB390930004_1.PNG,1AB390930004_2.PNG,\N,\N,\N
271,SFP+,1AB390930007,B&W,S8FCLC-L, -5/+85,10,1310,SMF,1.5,56.5x13.7x8.5,S11M03E,WOTRBVKGAA,"SFP+ 2.125GFC/4.25GFC/8.5GFC SM-LC-L InfiniBand 1xLX-SDR/DDR (10Km, SMFF, 1310nm) (-5/+85)",NA,NA,FINISAR,FTLF1428P2BNV-AL,,,,,,,,,8.5,-8.4~0,>3.5,-13.8(OMA),0.5,0 to 6.4,NA,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB390930007_1.PNG,\N,\N,\N,\N
272,SFP+,1AB390930009,B&W,16FCLC-L, -5/+85,10,1310,SMF,1.5,56.5x13.7x8.5,S16FCM10E,WOTRCXSTAA,"SFP+ 1600-SM-LC-L_800-SM-LC-L_400-SM-LC-L (10km, Single-Mode, 1310nm) (-5/+85)",NA,NA,FINISAR,FTLF1429P3BNV-AL,,,,,,,,,14.025,-5~+2,>3.5,-12(OMA),2,0 to 6.4,NA,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB390930009_1.PNG,\N,\N,\N,\N
273,SFP+,1AB390930010,B&W,16FCSN-I, -5/+85,0.5,850,MMF,1.5,56.5x13.7x8.5,S16FCM01E,WOTRCXTTAA,"SFP+ 1600-MX-SN-I 800-MX-SN-I 400-MX-SN-I (<500m, Multi-mode, 850nm) (-5/+85)",NA,NA,FINISAR,FTLF8529P3BNV-AL,,,,,,,,,14.025,-7.8~0,NA,-10.5(OMA),0,0 to 5.7,NA,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,VCSEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB390930010_1.PNG,\N,\N,\N,\N
274,SFP+,1AB390930013,B&W,SXI64.1, -5/+85,10,1310,SMF,1.5,56.5x13.7x8.5,S11M10E,WOTRCZ6TAA,"10GBASE-LR(W) - 10G FC - OTM-0.2/e/f (P1I1-2D1), SMF 1310nm 10km (-5/+85)",NA,NA,FINISAR,FTLX1472M3BNL-AL,SOURCE PHOTONICS,SPP-10S-LR-EDFC-AT,Accelink/WTD,RTXM228-409-C48,,,,,9.9  to 11.3,-6~-1,>6,-11,-1,0 to 4,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB390930013_1.PNG,1AB390930013_2.PNG,\N,\N,\N
275,SFP+,1AB390930014,B&W,SXS64.2b, -5/+85,40,1550,SMF,2,56.5x13.7x8.5,S11M40E,WOTRC5RTAA,"10GBASE-ER(W) - OTM-0.2/e/f (P1S1-2D2b), SMF 1550nm 40km (-5/+85)",NA,NA,SOURCE PHOTONICS,SPP-10S-ER-EDFA-AT,HG GENUINE,MTRS-2S60-01,APAT Optoelectronics Components,PT7620-83-ED-AL+,Accelink/WTD,RTXM228-418-C48,,,9.9  to 11.3,-1~+2,>8.2,-14,-1,3 to 11,2,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB390930014_1.PNG,1AB390930014_2.PNG,\N,\N,\N
276,SFP+,3AL82019AAAA,B&W,SXL64.2, -5/+85,80,1550,SMF,2,56.5x13.7x8.5,S11M80E,WOTRC9VTAA,"10GBASE-ZR(W) - OTM-0.2/e/f (P1L1-2D2), SMF",1AB390930015,NA,SOURCE PHOTONICS,SPP-10S-ZR-EDFB-AT,,,,,,,,,9.9  to 11.3,0~+4,>9,-24,-7,11 to 22,2,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3AL82019AAAA_1.PNG,3AL82019AAAA_2.PNG,\N,\N,\N
277,SFP+,3AL82018AAAA,CWDM,SXS64.2C, -5/+85,40,1471,SMF,2,56.5x13.7x8.5,S11MC47SE, WOTRDDDTAA ,SFP+ 10GBASE-CWDM- OTM-0.2/e/f SH (1471nm),1AB435690001,3AL82018AAAA-AHAA (ch47-61),OPLINK,TPC1XGJI2EALUx0G (x=1-8),,,,,,,,,9.9 to 11.3,+1~+5,>9,,-1,,2,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,-15,6 to 14,481,-18,601,,,,1.00E-04,1.00E-12,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,6 to 17,,,,,,,,,,,,,,,3AL82018AAAA_1.PNG,3AL82018AAAA_2.PNG,3AL82018AAAA_3.PNG,\N,\N
278,SFP+,3AL82018ABAA,CWDM,SXS64.2C, -5/+85,40,1491,SMF,2,56.5x13.7x8.5,S11MC49SE, WOTRDDETAA ,SFP+ 10GBASE-CWDM- OTM-0.2/e/f SH (1491nm),1AB435690002,3AL82018AAAA-AHAA (ch47-61),OPLINK,TPC1XGJI2EALUx0G (x=1-8),,,,,,,,,9.9 to 11.3,+1~+5,>9,,-1,,2,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,-15,6 to 14,526,-18,657,,,,1.00E-04,1.00E-12,,SLM,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,6 to 17,,,,,,,,,,,,,,,3AL82018ABAA_1.PNG,3AL82018ABAA_2.PNG,3AL82018ABAA_3.PNG,\N,\N
279,SFP+,3AL82018ACAA,CWDM,SXS64.2C, -5/+85,40,1511,SMF,2,56.5x13.7x8.5,S11MC51SE, WOTRDDFTAA ,SFP+ 10GBASE-CWDM- OTM-0.2/e/f SH (1511nm),1AB435690003,3AL82018AAAA-AHAA (ch47-61),OPLINK,TPC1XGJI2EALUx0G (x=1-8),,,,,,,,,9.9 to 11.3,+1~+5,>9,,-1,,2,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,-15,6 to 14,571,-18,714,,,,1.00E-04,1.00E-12,,SLM,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,6 to 17,,,,,,,,,,,,,,,3AL82018ACAA_1.PNG,3AL82018ACAA_2.PNG,3AL82018ACAA_3.PNG,\N,\N
280,SFP+,3AL82018ADAA,CWDM,SXS64.2C, -5/+85,40,1531,SMF,2,56.5x13.7x8.5,S11MC53SE, WOTRDDGTAA ,SFP+ 10GBASE-CWDM- OTM-0.2/e/f SH (1531nm),1AB435690004,3AL82018AAAA-AHAA (ch47-61),OPLINK,TPC1XGJI2EALUx0G (x=1-8),,,,,,,,,9.9 to 11.3,+1~+5,>9,,-1,,2,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,-15,6 to 14,617,-18,771,,,,1.00E-04,1.00E-12,,SLM,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,6 to 17,,,,,,,,,,,,,,,3AL82018ADAA_1.PNG,3AL82018ADAA_2.PNG,3AL82018ADAA_3.PNG,\N,\N
281,SFP+,3AL82018AEAA,CWDM,SXS64.2C, -5/+85,40,1551,SMF,2,56.5x13.7x8.5,S11MC55SE, WOTRDDHTAA ,SFP+ 10GBASE-CWDM- OTM-0.2/e/f SH (1551nm),1AB435690005,3AL82018AAAA-AHAA (ch47-61),OPLINK,TPC1XGJI2EALUx0G (x=1-8),,,,,,,,,9.9 to 11.3,+1~+5,>9,,-1,,2,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,-15,6 to 14,662,-18,828,,,,1.00E-04,1.00E-12,,SLM,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,6 to 17,,,,,,,,,,,,,,,3AL82018AEAA_1.PNG,3AL82018AEAA_2.PNG,3AL82018AEAA_3.PNG,\N,\N
282,SFP+,3AL82018AFAA,CWDM,SXS64.2C, -5/+85,40,1571,SMF,2,56.5x13.7x8.5,S11MC57SE, WOTRDDJTAA ,SFP+ 10GBASE-CWDM- OTM-0.2/e/f SH (1571nm),1AB435690006,3AL82018AAAA-AHAA (ch47-61),OPLINK,TPC1XGJI2EALUx0G (x=1-8),,,,,,,,,9.9 to 11.3,+1~+5,>9,,-1,,2,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,-15,6 to 14,708,-18,885,,,,1.00E-04,1.00E-12,,SLM,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,6 to 17,,,,,,,,,,,,,,,3AL82018AFAA_1.PNG,3AL82018AFAA_2.PNG,3AL82018AFAA_3.PNG,\N,\N
283,SFP+,3AL82018AGAA,CWDM,SXS64.2C, -5/+85,40,1591,SMF,2,56.5x13.7x8.5,S11MC59SE, WOTRDDKTAA ,SFP+ 10GBASE-CWDM- OTM-0.2/e/f SH (1591nm),1AB435690007,3AL82018AAAA-AHAA (ch47-61),OPLINK,TPC1XGJI2EALUx0G (x=1-8),,,,,,,,,9.9 to 11.3,+1~+5,>9,,-1,,2,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,-15,6 to 14,754,-18,942,,,,1.00E-04,1.00E-12,,SLM,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,6 to 17,,,,,,,,,,,,,,,3AL82018AGAA_1.PNG,3AL82018AGAA_2.PNG,3AL82018AGAA_3.PNG,\N,\N
284,SFP+,3AL82018AHAA,CWDM,SXS64.2C, -5/+85,40,1611,SMF,2,56.5x13.7x8.5,S11MC61SE, WOTRDDLTAA ,SFP+ 10GBASE-CWDM- OTM-0.2/e/f SH (1611nm),1AB435690008,3AL82018AAAA-AHAA (ch47-61),OPLINK,TPC1XGJI2EALUx0G (x=1-8),,,,,,,,,9.9 to 11.3,+1~+5,>9,,-1,,2,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP+/3AL820910000DSZZA_01_22-12-2017.docx.pdf?csf=1,,-15,6 to 14,800,-18,1000,,,,1.00E-04,1.00E-12,,SLM,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,6 to 17,,,,,,,,,,,,,,,3AL82018AHAA_1.PNG,3AL82018AHAA_2.PNG,3AL82018AHAA_3.PNG,\N,\N
285,QSFP+,1AB392040001,B&W,Q40GSR4,-0.071428571,0.1,850,MMF,3.5,72.0x18.35x8.5,Q10G01C,WOTRCX1TAA,"QSFP+ 40GBASE-SR4, 100m",NA,NA,LUMENTUM,JQPR04SWC5AL1,,,,,,,,,10.30125+/-100ppm,-7.6~+2.4,>3,-9.5,2.4,0 to 8.3,NA,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/QSFP+/QSFP+%20Alcatel_Lucent%20Specification_v1%201.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,VCSEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB392040001_1.PNG,1AB392040001_2.PNG,\N,\N,\N
286,QSFP+,1AB392040002,B&W,Q40GLR4,-0.071428571,10,"1271, 1291, 1311, 1331",SMF,3.5,72.0x18.35x8.5,Q11M10C,WOTRCY0TAA,QSFP+ 40GBASE-LR4/C4S1-2D1 (OTU3),NA,NA,FINISAR,FTL4C1QM1C-AL,,,,,,,,,10.30125 +/-100ppm,-7~2.3,>3.5,-13.7,2.3,0 to 9.3,NA,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/QSFP+/QSFP+%20Alcatel_Lucent%20Specification_v1%201.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AB392040002_1.PNG,1AB392040002_2.PNG,\N,\N,\N
287,SFP,3AL81920AAAA,BiDi,2C-BX10U,-0.470588235,10,1310,SMF,0.8,56.5x13.7x8.5,2C-BX10U,WOTRC9NTAA,"1000BASE-BX10 2CH BiDi CSFP (upstream, 1310nm)",1AB419670003,3AL81921AAAA,Source Photonics,SPLC-34-GB-BX-IDFA-AT,,,,,,,,,1.25(??100ppm),-9~-3,>6,-20,-3,0 to 11,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/Addendum/ALU%201000BASE-BX10%20CSFP%20for%2010km%20I-Temp%20Application%20Spec_%20Addendum_issue1.1.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,MLM/SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3AL81920AAAA_1.PNG,3AL81920AAAA_2.PNG,\N,\N,\N
288,SFP,3AL81921AAAA,BiDi,2C-BX10D,-0.470588235,10,1490,SMF,0.8,56.5x13.7x8.5,2C-BX10D,WOTRC9PTAA ,"1000BASE-BX10 2CH BiDi CSFP (downstream, 1490nm)",1AB419670004,3AL81920AAAA,Source Photonics,SPLC-43-GB-BX-IDFA-AT,,,,,,,,,1.25(??100ppm),-9~-3,>6,-20,-3,0 to 11,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/ALCATEL-LUCENT%20spec/Addendum/ALU%201000BASE-BX10%20CSFP%20for%2010km%20I-Temp%20Application%20Spec_%20Addendum_issue1.1.pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3AL81921AAAA_1.PNG,3AL81921AAAA_2.PNG,\N,\N,\N
289,eSFP,3AL81822AAAA,EL,1000BTSM,-0.470588235,0.1,NA,RJ45,1.2,70.2x13.7x13.27,1000BTSM,WOTRDH4TAA,Chronos SyncE SFP (GbE-T)(Master mode),1AB359780005,3AL81822BAAA,OE Solution,RCO12SV1IITIS1M,,,,,,,,,1.25,NA,NA,NA,NA,NA,NA,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/SFP%20specification%20addendum/E%20SFP/3AL81822AAAA_Chronos%20SyncE%20SFP%20(GbE-T)(Master%20mode).pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,RJ45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3AL81822AAAA_1.PNG,\N,\N,\N,\N
290,eSFP,3AL81822BAAA,EL,1000BTSS,-0.470588235,0.1,NA,RJ45,1.2,70.2x13.7x13.27,1000BTSS,WOTRDH5TAA,Chronos SyncE SFP (GbE-T) (Slave mode),1AB359780006,3AL81822AAAA,OE Solution,RCO12SV1IITIS1S,,,,,,,,,1.25,NA,NA,NA,NA,NA,NA,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/SFP%20specification%20addendum/E%20SFP/3AL81822BAAA_Chronos%20SyncE%20SFP%20(GbE-T)%20(Slave%20mode).pdf?csf=1,,,,,,,,,,,,,,,,,,,,,,,,,RJ45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3AL81822BAAA_1.PNG,\N,\N,\N,\N
291,CFP,3AL82067AAAA,100G /Tunable,1DC100M,-0.071428571,2000,1567.54 (ch9125) -1528.77 (ch9610),SMF,32,157.65x3.42x82.1,C1L125120G0C,WOTRD4UTAA,1DC100M CFP DIGITAL COHERENT 100G METRO,1AB402160031,NA,ACACIA,AC100-M05-090,,,,,,,,,"111.809+/-20ppm,103.125+/-100ppm",-15~+5,NA,,,0 to 8.5,,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/CFP/CFP%20ALU%20Spec%20rev%203_0.pdf?csf=1,,,,,,,191.275 - 196.075 +/- 0.0025,50,96,,,,,,,15000,-15000,Tunable,,,,,,,SLM,,NA,,,,-5,,NA,NA,-24 (1E-10),NA,NA,19.5,NA,NA,20,,,,,,,,,,,,,,,,,,,3AL82067AAAA_1.PNG,3AL82067AAAA_2.PNG,3AL82067AAAA_3.PNG,3AL82067AAAA_4.PNG,3AL82067AAAA_5.PNG
292,SFP,1AB373110001,OSC,SS-16.2O,0/+70,40,1510,SMF,1,56.5x13.7x8.5,CWP151DDMB,WOTRBAGTAA,SFP CWDM PIN w/ DDM CH51 (40KM) OSC (1510nm),NA,NA,WTD,RTXM140-651-C37,,,,,,,,,0.125(??50ppm) to 0.155(??20ppm),0~+5,>8.2,-18,0,0 to 22,1,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/OSC%20(OTC)%20SFP/1AB373110001%20%20ALU%201510nm%20STM-1_FE%20OSC%20SH%20SFP%20CT%20ED01.pdf?csf=1,,-18,/,1000,/,/,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,1AB373110001_1.PNG,1AB373110001_2.PNG,1AB373110001_3.PNG,\N,\N
293,SFP,1AB373120001,OSC,SL-16.2O,0/+70,70,1510,SMF,1.2,56.5x13.7x8.5,CWA151DDMB,WOTRBAHTAA,SFP CWDM APD w/ DDM CH51 (70KM) OSC (1510nm),NA,NA,SOURCE PHOTONICS,SPC-MR-LR-51CDA-AL,AOI,A58LZC51FDMA0505,,,,,,,0.002 to 2.67,0~+5,>8.2,-28,-9,9 to 31,2,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/OSC%20(OTC)%20SFP/1AB373120001%20ALU%201510nm%202M_2.67G%20OSC%20LH%20SFP%20CT%20ED00.pdf?csf=1,,-28,/,/,/,/,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,1AB373120001_1.PNG,1AB373120001_2.PNG,\N,\N,\N
294,SFP,1AB373120002,OSC,SUL-1.2O,0/+70,150,1510,SMF,1.3,56.5x13.7x8.5,OSCULH,WOTRBB7TAA,SFP CWDM APD ULH w/ DDM CH51 (150KM) OSC (1510nm),NA,NA,SOURCE PHOTONICS,SPC-03-XLR-51CDFB-AL,AOI,A53LEC51FDAA0484,,,,,,,0.1(??20ppm) to 0.155(??20ppm),0~+5,>8.2,-37,-10,15 to 34.5,2.5,https://nokia.sharepoint.com/:b:/r/sites/otp-optics/Photonics/Specifications/db/SFP/OSC%20(OTC)%20SFP/1AB373120002%20%20ALU%201510nm%20STM-1_FE%20OSC%20ULH%20SFP%20CT.pdf?csf=1,,-37,15 to 34.5,3000,/,/,,,,,,,,,,,,,,,,,,,SLM,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,1AB373120002_1.PNG,1AB373120002_2.PNG,\N,\N,\N
